kepid,kepoi_name,kepler_name,koi_disposition,koi_pdisposition,koi_score,koi_period,koi_depth,koi_duration,koi_prad,koi_sma,koi_teq,koi_model_snr,label
9468382,K03409.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,11.08260553,601.2,6.23,7.34,0.0915,1108.0,51.3,0
5738346,K01006.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,30.6113932,3472.0,3.576,19.68,0.1575,317.0,37.5,0
3858919,K05990.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,25.9522913,557.8,10.977,2.03,0.1696,567.0,14.0,0
5513861,K07731.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0.755105584,250026.0,5.02374,76.26,0.0173,2412.0,2158.5,0
11512246,K00168.03,Kepler-23 b,CONFIRMED,CANDIDATE,0.996,7.10695741,131.0,5.1462,1.72,0.0733,1157.0,33.8,1
5565486,K03742.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,1.412524016,175776.0,5.74859,68.92,0.0261,1978.0,1475.4,0
6452742,K06715.01,,FALSE POSITIVE,FALSE POSITIVE,0.61,0.687772143,40368.3,2.56725,46.27,0.0143,2097.0,679.8,0
10405482,K08009.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0.93373895,39.6,4.156,0.64,0.0191,1993.0,10.5,0
9904059,K00145.01,,FALSE POSITIVE,FALSE POSITIVE,1.0,102.9641952,1896.7,15.735,39.0,0.5554,797.0,86.1,0
4736439,K05078.01,,FALSE POSITIVE,FALSE POSITIVE,,194.896925,557.4,2.504,8.98,0.6063,575.0,8.8,0
7419318,K00313.01,Kepler-137 c,CONFIRMED,CANDIDATE,1.0,18.73577127,567.2,3.0356,2.1,0.1289,568.0,81.8,1
4729553,K06438.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0.961292561,325530.0,4.64294,92.55,0.0197,2344.0,1703.0,0
5876368,K01049.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0.525426427,324.6,1.0801,1.45,0.0122,2069.0,63.6,0
7032117,K06809.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0.566809491,69.5,3.156,0.55,0.0115,1656.0,21.0,0
5471770,K06012.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,12.426173,115.1,30.64,2.67,0.1057,1006.0,36.9,0
6047853,K05232.01,,FALSE POSITIVE,FALSE POSITIVE,,476.39752,287.8,12.13,1.82,1.2101,261.0,11.1,0
6058614,K01799.01,,FALSE POSITIVE,FALSE POSITIVE,0.46,1.731079436,11974.0,1.8419,56.05,0.0286,1541.0,36.2,0
9896438,K05728.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,18.0766788,28831.0,3.06,19.47,0.1351,694.0,26.6,0
9641076,K04250.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,2.17818699,115.8,2.686,1.03,0.0312,1347.0,15.4,0
10908248,K03146.01,Kepler-1440 b,CONFIRMED,CANDIDATE,0.768,39.859505,155.5,7.987,1.62,0.2274,597.0,13.9,1
3548044,K02194.01,Kepler-371 b,CONFIRMED,CANDIDATE,0.991,34.7630543,293.7,4.309,1.75,0.1938,554.0,24.0,1
6062088,K00658.02,Kepler-203 c,CONFIRMED,CANDIDATE,1.0,5.370639542,491.3,2.1121,2.54,0.0595,1096.0,58.8,1
5288543,K06555.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,3.457078812,315517.0,5.24058,86.12,0.0478,1603.0,6009.0,0
11176127,K01430.02,Kepler-298 c,CONFIRMED,CANDIDATE,1.0,22.92886314,908.9,2.0831,2.08,0.1367,416.0,21.3,1
8161561,K00688.01,Kepler-645 b,CONFIRMED,CANDIDATE,1.0,3.275821982,274.9,3.0427,3.54,0.049,1730.0,64.4,1
8611832,K02414.02,Kepler-384 c,CONFIRMED,CANDIDATE,0.973,45.3486381,162.9,4.858,1.61,0.2395,531.0,15.9,1
3341934,K06327.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,18.839487435,182722.0,5.62797,45.2,0.1426,734.0,2003.1,0
11456279,K03204.01,,FALSE POSITIVE,FALSE POSITIVE,,0.572937573,80.8,2.576,1.57,0.0156,3271.0,32.0,0
10514429,K01614.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,20.7191626,184.4,3.912,1.85,0.145,790.0,8.9,0
3230206,K06310.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,7.04715073,282.5,1.434,1.54,0.072,932.0,9.8,0
7515679,K03728.01,Kepler-1517 b,CONFIRMED,CANDIDATE,0.0,5.546083089,2211.0,2.717,22.27,0.078,2336.0,56.4,1
9825174,K02880.01,Kepler-1377 b,CONFIRMED,CANDIDATE,0.993,0.740926358,195.5,1.0163,1.22,0.0153,1873.0,20.0,1
9729691,K01751.02,Kepler-949 c,CONFIRMED,CANDIDATE,0.0,20.99757968,1131.8,2.454,2.97,0.1394,582.0,44.7,1
11558217,K08227.01,,FALSE POSITIVE,FALSE POSITIVE,0.223,362.85801,151.6,17.03,1.9,1.045,353.0,10.1,0
5272233,K02711.02,Kepler-400 c,CONFIRMED,CANDIDATE,0.992,17.3408735,159.0,3.398,1.43,0.1313,755.0,13.5,1
9529744,K01806.02,Kepler-320 c,CONFIRMED,CANDIDATE,0.971,17.9346606,142.7,6.25,2.8,0.1419,1002.0,18.8,1
8191672,K00018.01,Kepler-5 b,CONFIRMED,CANDIDATE,0.754,3.548465446,7251.5,4.56904,14.92,0.05,1640.0,2486.5,1
9850387,K07238.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,1.374249107,136655.0,5.3181,96.85,0.0276,2725.0,520.3,0
8025718,K05462.01,,FALSE POSITIVE,FALSE POSITIVE,,371.18648,317.9,19.929,2.06,1.0309,291.0,18.1,0
8832676,K08173.01,,FALSE POSITIVE,FALSE POSITIVE,0.015,323.66542,1178.0,20.37,1.58,0.7209,133.0,9.1,0
10351767,K01153.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0.635069939,33117.3,2.07171,57.77,0.015,2351.0,578.6,0
3859890,K05020.01,,FALSE POSITIVE,FALSE POSITIVE,0.001,4.34573349,73.5,2.246,0.86,0.051,1151.0,9.7,0
8509781,K05529.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,70.335879746,24418.4,4.65625,29.56,0.3362,455.0,2148.6,0
5440317,K03141.01,Kepler-1438 b,CONFIRMED,CANDIDATE,0.893,2.31941571,96.4,1.591,1.24,0.0346,1490.0,11.7,1
6615511,K03306.01,Kepler-1463 b,CONFIRMED,CANDIDATE,1.0,25.1593389,358.1,5.198,1.76,0.1694,619.0,13.1,1
11122894,K01426.03,Kepler-297 d,CONFIRMED,CANDIDATE,0.999,150.0189511,4319.7,4.3823,32.6,0.523,325.0,106.2,1
5991070,K07756.01,,FALSE POSITIVE,FALSE POSITIVE,0.424,0.94102954,34.5,4.415,1.41,0.0204,2761.0,13.3,0
5802478,K01834.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,3.79188234,417.0,2.15,1.95,0.0467,1201.0,6.6,0
11804952,K08066.01,,FALSE POSITIVE,FALSE POSITIVE,0.197,36.3192885,400.2,2.601,25.43,0.3043,1410.0,8.6,0
6307063,K02702.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,75.378004,447.8,6.744,3.82,0.3495,455.0,20.5,0
12110942,K00786.01,Kepler-680 b,CONFIRMED,CANDIDATE,1.0,3.689920099,426.7,2.6557,1.89,0.0469,1147.0,35.6,1
5385439,K02478.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,12.425866431,257.9,29.1428,2.12,0.0982,741.0,62.2,0
7105574,K06820.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,20.726069913,118864.0,6.47393,51.9,0.1471,657.0,1216.8,0
8460634,K07887.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,6.35216475,185.7,3.251,18.1,0.0848,2698.0,10.9,0
6672229,K06754.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,23.832382513,278997.0,7.06068,63.78,0.1642,623.0,2389.2,0
3847907,K00229.01,Kepler-497 b,CONFIRMED,CANDIDATE,1.0,3.573202801,2975.0,2.88,5.81,0.0457,1210.0,362.1,1
8126558,K02259.01,Kepler-1815 b,CONFIRMED,CANDIDATE,1.0,12.19140405,665.8,1.8832,2.46,0.0984,763.0,19.4,1
6933567,K02643.01,Kepler-1301 b,CONFIRMED,CANDIDATE,0.918,9.08233411,296.9,2.008,1.35,0.0815,734.0,15.8,1
10535991,K08024.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0.93374911,57.8,3.504,0.66,0.0183,1793.0,8.4,0
11962284,K02647.01,Kepler-1302 b,CONFIRMED,CANDIDATE,0.999,8.83929462,316.2,1.719,1.94,0.0795,778.0,14.8,1
6044064,K06652.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,5.06318803,662677.0,13.8913,302.18,0.0513,908.0,1602.7,0
10489206,K00251.02,Kepler-125 c,CONFIRMED,CANDIDATE,0.997,5.77440326,245.3,1.768,0.8,0.0511,529.0,11.8,1
9995402,K02832.01,Kepler-1361 b,CONFIRMED,CANDIDATE,0.991,3.57551429,92.8,2.364,0.89,0.0431,1061.0,16.6,1
3248332,K06317.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,7.363572395,129696.0,5.7545,82.22,0.0817,1287.0,224.9,0
5952457,K06637.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0.905672916,110.4,1.0,0.76,0.0164,1468.0,12.1,0
7690844,K01508.01,Kepler-871 b,CONFIRMED,CANDIDATE,1.0,22.0459163,804.8,5.22,3.05,0.1572,640.0,29.7,1
7021177,K03452.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,18.64532882,433815.0,3.63893,61.81,0.1345,656.0,1256.8,0
8121067,K06050.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,2.064900876,10939.4,6.8769,38.19,0.0311,1357.0,364.0,0
11923284,K02026.01,Kepler-1061 b,CONFIRMED,CANDIDATE,1.0,2.757977384,211.0,2.1489,1.69,0.0384,1332.0,22.5,1
4833421,K00232.03,Kepler-122 d,CONFIRMED,CANDIDATE,1.0,21.58752788,336.8,4.4968,2.18,0.1516,747.0,34.0,1
7289157,K00399.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,5.26640614,59294.0,3.6163,38.05,0.0592,1163.0,339.9,0
9222516,K04492.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0.63938062,308.0,1.2067,51.53,0.0155,2566.0,97.5,0
8690001,K07075.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,19.35954117,386979.0,12.8464,101.44,0.132,942.0,3590.2,0
7288306,K03443.01,Kepler-1503 b,CONFIRMED,CANDIDATE,0.985,96.169569,894.5,7.496,2.07,0.3771,321.0,20.0,1
5770074,K01928.01,Kepler-1675 b,CONFIRMED,CANDIDATE,0.986,63.0380366,658.7,7.3702,2.59,0.3076,465.0,53.1,1
7295570,K06035.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,3.6037011,16112.0,2.994,66.94,0.0445,1464.0,33.4,0
5706966,K01908.02,Kepler-333 c,CONFIRMED,CANDIDATE,1.0,24.0884178,387.2,3.952,1.16,0.1384,386.0,21.0,1
9159275,K00930.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,3.044770796,1695.0,10.0134,24.54,0.0386,1076.0,203.5,0
11601584,K01831.02,Kepler-324 b,CONFIRMED,CANDIDATE,0.95,4.38536428,198.5,2.5126,1.15,0.0496,935.0,25.9,1
4380283,K06412.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0.872359598,267053.0,3.74512,67.08,0.0178,2112.0,1063.2,0
4374610,K04712.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,1.44438449,75.4,2.704,1.08,0.0268,1980.0,10.8,0
6515335,K04074.01,,FALSE POSITIVE,FALSE POSITIVE,,185.53285,877.0,31.46,28.39,0.6297,302.0,19.9,0
11560897,K02365.02,Kepler-430 c,CONFIRMED,CANDIDATE,0.947,110.978266,150.2,11.312,1.86,0.4808,463.0,14.0,1
9705459,K01448.01,,FALSE POSITIVE,FALSE POSITIVE,0.867,2.48658617,42122.0,2.7189,24.39,0.0379,1461.0,91.6,0
2441728,K01000.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0.856895349,82.2,1.3078,0.82,0.0174,1881.0,33.1,0
8947520,K02517.01,Kepler-1264 b,CONFIRMED,CANDIDATE,0.98,0.968527683,114.6,1.3672,1.21,0.0191,1677.0,16.9,1
6150977,K06022.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,2.765621941,8342.2,2.3191,34.42,0.0368,1134.0,173.2,0
10354039,K01159.01,Kepler-1737 b,CONFIRMED,CANDIDATE,0.894,64.617518,2486.6,5.796,5.4,0.297,383.0,61.9,1
8565912,K07898.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,1.012174295,323029.0,4.6617,114.4,0.0218,2737.0,596.0,0
3858851,K03293.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,25.95198823,5103.3,14.602,39.94,0.1764,680.0,125.0,0
6382217,K02036.01,Kepler-353 c,CONFIRMED,CANDIDATE,0.978,8.41100305,755.6,2.4553,1.8,0.0665,472.0,27.6,1
3218908,K01108.02,Kepler-770 c,CONFIRMED,CANDIDATE,0.993,1.475323222,154.9,2.3155,5.88,0.0309,2740.0,27.2,1
11153539,K00762.01,Kepler-666 b,CONFIRMED,CANDIDATE,1.0,4.49876511,460.0,3.7362,2.1,0.0542,1133.0,29.5,1
10788461,K03925.03,Kepler-1530 c,CONFIRMED,CANDIDATE,0.999,5.3235335,342.4,2.714,2.69,0.06,1167.0,14.6,1
5353137,K03447.01,,FALSE POSITIVE,FALSE POSITIVE,,31.5073649,330.5,7.362,0.74,0.1422,253.0,15.4,0
8758161,K07087.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0.998217563,87567.2,3.90851,88.64,0.0213,2795.0,3979.1,0
8561063,K00961.02,Kepler-42 c,CONFIRMED,CANDIDATE,0.0,0.453287416,1461.5,0.4445,0.76,0.0059,729.0,150.4,1
10971674,K01296.01,,FALSE POSITIVE,FALSE POSITIVE,0.565,2.380862632,32634.0,4.20416,21.65,0.034,1480.0,2590.6,0
4367528,K04440.01,,FALSE POSITIVE,FALSE POSITIVE,,350.81029,538.3,11.29,2.86,1.0199,282.0,15.1,0
4355503,K07691.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0.570828503,174.4,0.915,0.54,0.01,986.0,13.9,0
8692861,K00172.02,Kepler-69 c,CONFIRMED,CANDIDATE,0.693,242.467406,340.3,12.808,1.73,0.7106,286.0,23.2,1
10585852,K01314.01,Kepler-815 b,CONFIRMED,CANDIDATE,0.997,8.57504983,160.6,8.653,4.26,0.0888,1374.0,36.9,1
6610064,K04529.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0.584148495,66.2,1.6192,0.87,0.013,2130.0,21.9,0
8718273,K05564.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,3.479508244,3000.4,3.9097,444.46,0.0525,3167.0,195.7,0
6948054,K00869.01,Kepler-245 b,CONFIRMED,CANDIDATE,1.0,7.49018305,1123.6,2.7297,2.56,0.0703,753.0,53.0,1
12120307,K02597.01,Kepler-394 b,CONFIRMED,CANDIDATE,0.996,8.00504749,187.5,3.32,1.52,0.0818,1035.0,15.6,1
2438490,K03699.01,,FALSE POSITIVE,FALSE POSITIVE,0.009,3.31577795,94567.0,4.2349,27.77,0.0415,1104.0,124.6,0
7118364,K00873.01,Kepler-710 b,CONFIRMED,CANDIDATE,1.0,4.347288783,451.6,2.1024,2.36,0.0524,1174.0,39.7,1
8869680,K00696.01,,FALSE POSITIVE,FALSE POSITIVE,0.193,7.03380109,138.5,6.4185,2.61,0.0809,1320.0,46.7,0
9714696,K00616.01,,FALSE POSITIVE,FALSE POSITIVE,0.928,1.433339604,305.2,1.3665,2.08,0.0255,1677.0,39.6,0
11037335,K01435.01,Kepler-300 c,CONFIRMED,CANDIDATE,1.0,40.7150498,563.9,8.587,2.2,0.2293,516.0,56.4,1
9785921,K03372.01,Kepler-1997 b,CONFIRMED,CANDIDATE,0.994,26.7575866,455.3,5.858,2.28,0.1815,660.0,17.7,1
8178616,K06984.01,,FALSE POSITIVE,FALSE POSITIVE,,1.01884975,30.9,3.233,0.47,0.0193,1754.0,14.8,0
8494142,K00370.01,Kepler-145 c,CONFIRMED,CANDIDATE,0.999,42.88247951,408.9,9.7471,3.61,0.2578,709.0,112.2,1
2708885,K02907.01,,FALSE POSITIVE,FALSE POSITIVE,0.001,1.146934644,256.2,1.7247,1.39,0.0204,1554.0,19.7,0
3439096,K03509.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,2.97601892,306.1,5.5,164.46,0.0508,2799.0,35.3,0
8168581,K06054.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,2.881338104,2533.7,3.5943,31.58,0.0393,1206.0,111.3,0
7376983,K01358.02,Kepler-1987 e,CONFIRMED,CANDIDATE,0.999,8.74292005,779.5,2.6277,1.92,0.0765,643.0,30.7,1
10000941,K04146.01,Kepler-1558 b,CONFIRMED,CANDIDATE,0.999,3.50472344,90.7,1.9464,0.8,0.0419,1019.0,18.4,1
10599206,K00476.01,Kepler-566 b,CONFIRMED,CANDIDATE,1.0,18.42794957,706.6,2.9264,2.24,0.1247,526.0,36.0,1
7281699,K06857.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0.566786121,81.8,3.404,0.79,0.0131,1984.0,14.0,0
3640905,K01221.01,Kepler-278 b,CONFIRMED,CANDIDATE,1.0,30.1599411,175.9,7.874,4.54,0.213,836.0,32.3,1
6880123,K05334.01,,FALSE POSITIVE,FALSE POSITIVE,,323.972022,462.0,1.25,2.96,0.9659,307.0,8.7,0
7751562,K06912.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,17.042155208,55165.0,7.80412,24.93,0.1338,760.0,2046.2,0
6147122,K01062.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,15.45158184,85.3,2.406,2.02,0.1499,1285.0,21.0,0
5531576,K00837.01,Kepler-240 c,CONFIRMED,CANDIDATE,1.0,7.953547,875.4,2.6312,2.25,0.0712,696.0,38.4,1
8179325,K02359.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,3.17275711,313.2,5.404,1.27,0.0394,966.0,30.1,0
10187017,K00082.04,Kepler-102 c,CONFIRMED,CANDIDATE,1.0,7.07136119,65.7,2.757,0.63,0.067,719.0,22.4,1
6962977,K01364.02,Kepler-292 d,CONFIRMED,CANDIDATE,1.0,7.0556584,705.6,3.0479,2.13,0.0675,808.0,32.1,1
5031857,K01573.01,Kepler-1755 b,CONFIRMED,CANDIDATE,1.0,24.81097206,2090.8,3.2245,4.22,0.1668,631.0,123.9,1
5942093,K01995.01,,FALSE POSITIVE,FALSE POSITIVE,1.0,14.38724729,1914.1,1.9078,29.24,0.108,725.0,43.5,0
5471217,K06010.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,12.424747,139.0,25.24,1.35,0.1023,691.0,30.7,0
8296467,K07012.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,10.303356001,520067.0,5.98633,69.66,0.0854,787.0,2039.1,0
3003992,K01119.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,7.24476126,58.0,2.3145,0.65,0.07,837.0,27.2,0
9995771,K03470.02,Kepler-1509 b,CONFIRMED,CANDIDATE,1.0,25.4337864,302.0,6.514,2.0,0.1707,667.0,14.3,1
4150624,K01334.02,,FALSE POSITIVE,FALSE POSITIVE,0.0,94.225938,530.4,22.08,1.93,0.4014,348.0,25.4,0
11138155,K00760.01,Kepler-1976 b,CONFIRMED,CANDIDATE,1.0,4.959319244,9802.0,2.22739,12.21,0.0565,1103.0,696.5,1
10711913,K07365.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,19.407958161,142059.0,6.09676,44.96,0.1262,633.0,2506.6,0
9517393,K02076.01,Kepler-1085 c,CONFIRMED,CANDIDATE,0.992,56.7769831,884.3,6.864,3.21,0.3002,491.0,33.6,1
8280511,K01151.03,Kepler-271 d,CONFIRMED,CANDIDATE,0.975,5.24970432,61.9,2.746,0.67,0.0558,954.0,13.9,1
8973000,K07118.01,,FALSE POSITIVE,FALSE POSITIVE,,28.027891356,243231.0,17.3269,31.3,0.1496,440.0,2829.0,0
5621125,K01814.01,Kepler-959 b,CONFIRMED,CANDIDATE,1.0,14.80075082,501.4,5.762,17.38,0.1633,1912.0,54.0,1
4949027,K06480.01,,FALSE POSITIVE,FALSE POSITIVE,,1.06100327,95.9,1.675,0.94,0.0207,1793.0,9.7,0
8374580,K00615.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,176.2432946,4981.4,5.0423,48.15,0.5931,353.0,86.6,0
7286911,K02180.01,Kepler-1133 b,CONFIRMED,CANDIDATE,0.99,11.55562042,441.5,1.6758,2.11,0.0983,703.0,22.7,1
9489947,K03385.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,54.061328105,79684.0,4.48223,88.28,0.2741,514.0,1012.2,0
5020044,K03802.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,2.119100054,1651.1,8.2163,34.34,0.0337,1571.0,195.7,0
7605600,K06893.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,3.326193904,178470.0,2.08375,14.72,0.031,521.0,502.0,0
7116024,K07812.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,3.40076682,21.1,4.7,0.69,0.0462,1540.0,7.4,0
8892157,K02224.01,Kepler-1149 b,CONFIRMED,CANDIDATE,0.999,3.73090026,191.2,2.9095,1.48,0.0473,1128.0,24.0,1
4150804,K03678.01,Kepler-1513 b,CONFIRMED,CANDIDATE,1.0,160.88451966,7590.4,10.8771,9.09,0.5416,346.0,526.1,1
8972058,K00159.02,Kepler-115 b,CONFIRMED,CANDIDATE,1.0,2.403640701,74.9,1.4012,1.24,0.0355,1489.0,16.3,1
8013439,K02352.01,Kepler-381 c,CONFIRMED,CANDIDATE,1.0,13.39155154,48.9,3.391,1.58,0.1173,1180.0,24.5,1
5617854,K01588.01,Kepler-901 b,CONFIRMED,CANDIDATE,1.0,3.517494725,532.8,1.5639,1.42,0.0378,704.0,52.6,1
7703882,K04403.01,Kepler-1954 b,CONFIRMED,CANDIDATE,1.0,5.88350251,217.7,2.556,1.27,0.0625,949.0,11.9,1
5514383,K00257.01,Kepler-506 b,CONFIRMED,CANDIDATE,1.0,6.88341278,487.4,2.0674,2.63,0.075,1080.0,35.4,1
12557548,K03794.01,Kepler-1520 b,CONFIRMED,CANDIDATE,0.761,0.65355361,4595.9,1.63,22.95,0.0129,1437.0,217.4,1
9301506,K03047.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0.605223042,232.3,0.8986,1.14,0.0128,1728.0,20.7,0
4862332,K06463.01,,FALSE POSITIVE,FALSE POSITIVE,0.002,0.8903331,134.1,2.643,20.96,0.0272,5714.0,10.8,0
7285673,K04559.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0.566801045,188.3,1.7499,1.42,0.0129,2348.0,34.9,0
11253827,K02672.01,Kepler-396 c,CONFIRMED,CANDIDATE,0.82,88.5122014,2518.7,6.8214,4.7,0.378,390.0,63.1,1
12306808,K07521.02,,FALSE POSITIVE,FALSE POSITIVE,0.0,7.334073405,326.9,2.7308,1.42,0.0697,870.0,2.6,0
7019580,K05345.01,,FALSE POSITIVE,FALSE POSITIVE,,72.0153825,177.7,2.548,6.94,0.4152,783.0,6.8,0
6962977,K01364.04,Kepler-292 c,CONFIRMED,CANDIDATE,0.857,3.71545593,331.7,2.558,1.46,0.044,1001.0,19.6,1
4665571,K02393.02,Kepler-1834 c,CONFIRMED,CANDIDATE,1.0,0.766691517,244.0,1.2638,1.22,0.015,1541.0,29.5,1
3848275,K02995.01,Kepler-1403 b,CONFIRMED,CANDIDATE,0.987,5.19492747,272.9,3.167,2.03,0.064,1238.0,16.5,1
5126932,K07718.01,,FALSE POSITIVE,FALSE POSITIVE,0.116,208.18711785,394.7,2.5404,1.99,0.6889,307.0,4.2,0
4950341,K06482.01,,FALSE POSITIVE,FALSE POSITIVE,,611.09299,270.0,15.22,1.53,1.4167,215.0,12.2,0
6279823,K06681.01,,FALSE POSITIVE,FALSE POSITIVE,,485.52409,4147.0,11.04,6149.09,1.1661,191.0,10.8,0
6707908,K02014.01,,FALSE POSITIVE,FALSE POSITIVE,0.998,2.466070972,704.5,1.9559,24.3,0.0353,1260.0,42.6,0
8680979,K01891.02,Kepler-330 b,CONFIRMED,CANDIDATE,0.99,8.25980352,298.4,2.928,1.35,0.0735,714.0,18.3,1
6364195,K06691.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,5.2439542,143.8,9.82,0.81,0.0538,778.0,14.2,0
9845362,K05720.01,,FALSE POSITIVE,FALSE POSITIVE,,105.895315,1227.0,2.581,2.69,0.4045,323.0,7.0,0
7777522,K04415.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0.885129679,177.3,3.156,1.21,0.0178,1780.0,21.2,0
10480921,K01173.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,2.037440623,118.6,3.442,1.19,0.0312,1572.0,27.0,0
9957668,K05744.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,30.69533113,88771.2,5.94855,69.4,0.185,737.0,7846.3,0
6190535,K07769.01,,FALSE POSITIVE,FALSE POSITIVE,0.077,3.652810043,119.4,1.5132,0.89,0.0427,1015.0,6.0,0
8625821,K01859.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,45.3968385,1355.2,4.477,21.23,0.2293,437.0,38.9,0
9011825,K02530.01,Kepler-1269 b,CONFIRMED,CANDIDATE,0.996,37.3331165,187.8,7.643,2.5,0.226,657.0,22.5,1
4160006,K05045.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,1.018360336,393969.0,7.622,107.0,0.0204,2302.0,967.4,0
9826551,K07965.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,7.19680984,50.5,1.683,1.2,0.0802,1275.0,10.0,0
5437348,K04448.01,,FALSE POSITIVE,FALSE POSITIVE,,35.945188,72.6,8.23,1.5,0.236,789.0,4.1,0
5252423,K00825.01,Kepler-237 c,CONFIRMED,CANDIDATE,1.0,8.10363271,887.9,3.161,2.11,0.0712,687.0,39.3,1
4042026,K01180.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,34.82008158,18847.8,11.1711,11.36,0.1894,459.0,882.6,0
10525027,K02006.01,Kepler-1049 b,CONFIRMED,CANDIDATE,1.0,3.27344784,262.5,1.7292,0.81,0.0349,625.0,34.0,1
7269974,K00456.01,Kepler-160 c,CONFIRMED,CANDIDATE,1.0,13.69942266,1292.9,4.3409,3.85,0.1094,771.0,120.0,1
8557374,K00692.02,Kepler-213 c,CONFIRMED,CANDIDATE,1.0,4.822969318,332.1,0.8752,2.22,0.0575,1060.0,36.0,1
8683144,K08162.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,267.970682,357.7,11.48,1.7,0.8056,280.0,10.4,0
11820830,K01728.01,,FALSE POSITIVE,FALSE POSITIVE,0.994,12.7319385,11449.0,4.4157,70.11,0.122,1145.0,69.9,0
11037511,K02580.01,Kepler-1281 b,CONFIRMED,CANDIDATE,1.0,3.11604194,345.2,1.7763,1.59,0.0415,1123.0,18.8,1
5608566,K00609.01,,FALSE POSITIVE,FALSE POSITIVE,0.024,4.396999852,4576.8,1.875,13.57,0.0525,1231.0,63.3,0
5812960,K00507.01,Kepler-582 b,CONFIRMED,CANDIDATE,1.0,18.49234792,1655.5,3.4744,3.34,0.1254,603.0,61.4,1
5252423,K00825.02,Kepler-237 b,CONFIRMED,CANDIDATE,1.0,4.71510843,417.5,2.506,1.46,0.0496,823.0,21.3,1
